,gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
10466,BMD_RS10160,NODE_75_length_18964_cov_280.329645_5,64.218,422,119,7,1,411,1,401,4.7899999999999994e-180,504.0,411,1.02676399026764,<=>
10468,BMD_RS10165,NODE_75_length_18964_cov_280.329645_3,70.27,111,31,1,150,260,1,109,1.72e-53,166.0,260,0.4269230769230769,<=>
10491,BMD_RS10170,NODE_75_length_18964_cov_280.329645_2,84.158,101,16,0,1,101,1,101,6.280000000000001e-59,173.0,101,1.0,<=>
10497,BMD_RS10175,NODE_75_length_18964_cov_280.329645_1,73.228,127,34,0,341,467,1,127,4.2400000000000003e-66,205.0,467,0.27194860813704497,<=>
10505,BMD_RS10180,NODE_157_length_5666_cov_274.532653_1,77.232,224,51,0,1,224,1,224,1.54e-137,382.0,230,0.9739130434782609,<=>
10507,BMD_RS10185,NODE_157_length_5666_cov_274.532653_3,70.85,247,72,0,1,247,1,247,4.9900000000000005e-124,349.0,249,0.9919678714859438,<=>
10508,BMD_RS10190,NODE_157_length_5666_cov_274.532653_5,72.881,59,16,0,3,61,2,60,2.1900000000000003e-27,90.5,61,0.9672131147540983,<=>
10509,BMD_RS10195,NODE_157_length_5666_cov_274.532653_6,80.449,445,87,0,1,445,1,445,0.0,679.0,445,1.0,<=>
10513,BMD_RS10200,NODE_10_length_64414_cov_278.936102_1,73.438,192,51,0,1,192,1,192,6.7100000000000005e-105,296.0,192,1.0,<=>
10533,BMD_RS10205,NODE_10_length_64414_cov_278.936102_2,72.515,342,94,0,1,342,1,342,0.0,529.0,344,0.9941860465116279,<=>
10546,BMD_RS10210,NODE_10_length_64414_cov_278.936102_3,86.777,242,32,0,1,242,1,242,7.210000000000001e-163,447.0,242,1.0,<=>
10547,BMD_RS10215,NODE_10_length_64414_cov_278.936102_4,80.827,266,45,1,1,260,1,266,1.7300000000000003e-163,457.0,342,0.7777777777777778,<=>
10552,BMD_RS10220,NODE_10_length_64414_cov_278.936102_5,80.06,331,66,0,1,331,1,331,0.0,554.0,335,0.9880597014925373,<=>
10557,BMD_RS10225,NODE_10_length_64414_cov_278.936102_6,87.616,323,40,0,1,323,1,323,0.0,598.0,323,1.0,<=>
10559,BMD_RS10230,NODE_10_length_64414_cov_278.936102_8,71.282,195,55,1,6,200,5,198,9.550000000000001e-109,307.0,203,0.9605911330049262,<=>
10560,BMD_RS27285,NODE_57_length_22552_cov_122.070834_12,66.549,284,95,0,1,284,1,284,6.98e-136,390.0,288,0.9861111111111112,<=>
10564,BMD_RS27290,NODE_57_length_22552_cov_122.070834_12,61.607,224,58,1,5,200,272,495,1.72e-93,278.0,205,1.0926829268292684,->
10568,BMD_RS10240,NODE_10_length_64414_cov_278.936102_10,67.832,143,46,0,16,158,17,159,7.709999999999999e-69,203.0,169,0.8461538461538461,<=>
10571,BMD_RS10245,NODE_103_length_12731_cov_120.959538_4,36.364,55,30,1,75,129,96,145,0.000112,37.4,154,0.35714285714285715,->
10578,BMD_RS10250,NODE_91_length_15369_cov_123.500850_10,43.86,57,30,1,18,72,11,67,1.58e-07,47.0,200,0.285,->
10582,BMD_RS10255,NODE_26_length_40229_cov_115.819112_36,72.414,406,108,2,18,423,1,402,0.0,568.0,423,0.9598108747044918,<=>
10595,BMD_RS10260,NODE_10_length_64414_cov_278.936102_11,66.917,266,87,1,5,269,6,271,1.59e-112,322.0,269,0.9888475836431226,<=>
10596,BMD_RS10265,NODE_10_length_64414_cov_278.936102_12,72.947,207,56,0,6,212,3,209,9.01e-112,315.0,215,0.9627906976744186,<=>
10598,BMD_RS10270,NODE_10_length_64414_cov_278.936102_13,60.839,143,56,0,1,143,1,143,3.25e-65,192.0,143,1.0,<=>
10600,BMD_RS10275,NODE_10_length_64414_cov_278.936102_14,46.597,191,96,2,12,202,33,217,6.58e-47,150.0,207,0.9227053140096618,<=>
10601,BMD_RS10280,NODE_26_length_40229_cov_115.819112_11,34.783,46,30,0,8,53,6,51,0.000686,35.0,151,0.304635761589404,->
10602,BMD_RS10285,NODE_10_length_64414_cov_278.936102_15,50.508,394,185,4,1,393,1,385,3.46e-152,432.0,397,0.9924433249370277,<=>
10603,BMD_RS10290,NODE_10_length_64414_cov_278.936102_16,83.436,163,27,0,1,163,1,163,1.2e-102,288.0,165,0.9878787878787879,<=>
10607,BMD_RS10295,NODE_10_length_64414_cov_278.936102_17,97.368,76,2,0,2,77,1,76,2.48e-49,147.0,77,0.987012987012987,<=>
10609,BMD_RS10300,NODE_10_length_64414_cov_278.936102_18,84.175,297,46,1,9,305,1,296,0.0,509.0,305,0.9737704918032787,<=>
10612,BMD_RS10305,NODE_10_length_64414_cov_278.936102_19,84.507,639,99,0,1,639,1,639,0.0,1149.0,639,1.0,<=>
10613,BMD_RS10310,NODE_56_length_22706_cov_117.971497_13,44.04,302,163,4,7,303,3,303,1.31e-75,231.0,304,0.993421052631579,->
10617,BMD_RS10315,NODE_10_length_64414_cov_278.936102_22,65.318,1038,352,5,1,1034,1,1034,0.0,1460.0,1035,1.0028985507246377,<=>
10618,BMD_RS10320,NODE_10_length_64414_cov_278.936102_23,52.963,270,127,0,3,272,6,275,3.52e-112,322.0,273,0.989010989010989,<=>
10624,BMD_RS10325,NODE_45_length_25994_cov_128.337269_23,60.0,160,63,1,1,159,1,160,3.8100000000000003e-72,211.0,159,1.0062893081761006,->
10625,BMD_RS10330,NODE_10_length_64414_cov_278.936102_24,50.0,156,78,0,1,156,11,166,8.009999999999999e-55,167.0,161,0.968944099378882,<=>
10629,BMD_RS10335,NODE_10_length_64414_cov_278.936102_25,64.093,259,93,0,1,259,4,262,2.1500000000000003e-121,344.0,264,0.9810606060606061,<=>
10708,BMD_RS10345,NODE_69_length_19291_cov_115.920839_3,55.0,100,45,0,3,102,2,101,7.540000000000001e-37,120.0,181,0.5524861878453039,<=>
10716,BMD_RS10350,NODE_10_length_64414_cov_278.936102_26,66.989,621,200,3,3,622,1,617,0.0,896.0,626,0.9920127795527156,<=>
10717,BMD_RS10355,NODE_10_length_64414_cov_278.936102_27,72.543,346,95,0,1,346,1,346,0.0,546.0,347,0.9971181556195965,<=>
10718,BMD_RS10365,NODE_10_length_64414_cov_278.936102_28,71.91,89,25,0,2,90,2,90,2.42e-46,140.0,93,0.956989247311828,<=>
10719,BMD_RS10370,NODE_10_length_64414_cov_278.936102_29,60.544,294,112,4,1,293,1,291,1.9000000000000002e-132,374.0,297,0.98989898989899,<=>
10721,BMD_RS10380,NODE_37_length_30247_cov_147.301856_19,32.727,165,93,6,6,160,1,157,5.16e-07,46.6,258,0.6395348837209303,->
10722,BMD_RS10385,NODE_93_length_15227_cov_99.800726_12,24.691,243,158,6,8,237,2,232,1.05e-16,74.3,256,0.94921875,->
10723,BMD_RS10390,NODE_79_length_17398_cov_160.477109_18,75.0,212,50,1,1,209,1,212,5.059999999999999e-119,333.0,209,1.014354066985646,<=>
10726,BMD_RS10395,NODE_4_length_97076_cov_120.918257_21,63.445,238,84,2,6,240,7,244,4.12e-108,308.0,240,0.9916666666666667,<=>
10748,BMD_RS10405,NODE_68_length_19445_cov_102.743546_21,45.536,224,121,1,4,226,3,226,3.3199999999999997e-68,206.0,227,0.986784140969163,->
10788,BMD_RS10410,NODE_36_length_30262_cov_128.448070_25,34.199,231,146,6,122,349,579,806,1.0299999999999999e-30,120.0,359,0.6434540389972145,->
10810,BMD_RS10415,NODE_86_length_16033_cov_198.151667_2,45.666,473,253,2,1,473,1,469,1.18e-151,437.0,481,0.9833679833679834,->
10824,BMD_RS10420,NODE_86_length_16033_cov_198.151667_3,53.646,192,89,0,5,196,4,195,4.6900000000000004e-66,199.0,204,0.9411764705882353,<=>
10825,BMD_RS10425,NODE_99_length_13785_cov_121.700102_11,67.153,137,45,0,1,137,1,137,8.7e-65,191.0,143,0.958041958041958,<=>
10830,BMD_RS26045,NODE_10_length_64414_cov_278.936102_34,50.0,32,16,0,4,35,54,85,7.01e-06,35.8,42,0.7619047619047619,->
10832,BMD_RS10455,NODE_10_length_64414_cov_278.936102_34,73.684,95,24,1,16,110,1,94,1.7399999999999998e-46,142.0,112,0.8482142857142857,<=>
10839,BMD_RS10465,NODE_10_length_64414_cov_278.936102_42,44.361,133,71,2,1,132,1,131,1.6e-33,111.0,132,1.0075757575757576,<=>
10841,BMD_RS10470,NODE_10_length_64414_cov_278.936102_43,79.92,249,50,0,11,259,9,257,8.61e-151,418.0,259,0.9613899613899614,<=>
10843,BMD_RS10475,NODE_10_length_64414_cov_278.936102_44,68.889,180,56,0,3,182,2,181,2.04e-97,276.0,183,0.9836065573770492,<=>
10846,BMD_RS10480,NODE_10_length_64414_cov_278.936102_45,88.115,488,58,0,1,488,1,488,0.0,909.0,490,0.9959183673469387,<=>
10848,BMD_RS10485,NODE_10_length_64414_cov_278.936102_46,75.446,224,55,0,3,226,4,227,2.7599999999999997e-128,358.0,227,0.986784140969163,<=>
10850,BMD_RS10490,NODE_10_length_64414_cov_278.936102_47,77.86,271,60,0,4,274,3,273,2.89e-158,438.0,274,0.9890510948905109,<=>
10852,BMD_RS10495,NODE_33_length_33420_cov_158.845455_11,68.027,147,33,4,1,135,1,145,3.97e-62,185.0,146,1.0068493150684932,->
10863,BMD_RS10500,NODE_32_length_35583_cov_122.758576_11,39.645,169,79,7,3,164,125,277,2.07e-15,75.1,625,0.2704,->
10867,BMD_RS10505,NODE_10_length_64414_cov_278.936102_51,83.012,259,44,0,1,259,1,259,8.72e-161,443.0,259,1.0,<=>
10890,BMD_RS10515,NODE_10_length_64414_cov_278.936102_52,80.397,403,79,0,1,403,1,403,0.0,654.0,406,0.9926108374384236,<=>
10893,BMD_RS10520,NODE_10_length_64414_cov_278.936102_56,76.453,327,77,0,4,330,3,329,0.0,531.0,337,0.9703264094955489,<=>
10898,BMD_RS10530,NODE_194_length_2271_cov_145.430720_1,43.103,232,127,3,1,231,1,228,4.35e-68,206.0,239,0.9707112970711297,<=>
10904,BMD_RS10535,NODE_194_length_2271_cov_145.430720_2,51.351,259,124,2,9,266,7,264,5.14e-78,236.0,295,0.8779661016949153,<=>
10907,BMD_RS10540,NODE_10_length_64414_cov_278.936102_58,93.704,540,34,0,1,540,1,540,0.0,1037.0,540,1.0,<=>
11012,BMD_RS10545,NODE_11_length_62755_cov_125.058282_8,42.533,529,291,6,1,524,1,521,7.33e-147,429.0,526,1.005703422053232,->
11022,BMD_RS10550,NODE_32_length_35583_cov_122.758576_40,26.703,367,253,5,16,373,6,365,5.24e-31,118.0,376,0.976063829787234,->
11027,BMD_RS10555,NODE_78_length_17859_cov_131.405691_11,31.443,194,111,5,11,201,4,178,1.5400000000000002e-27,104.0,404,0.4801980198019802,->
11030,BMD_RS10560,NODE_10_length_64414_cov_278.936102_59,86.395,147,20,0,1,147,1,147,6.119999999999999e-94,265.0,147,1.0,<=>
11031,BMD_RS10565,NODE_10_length_64414_cov_278.936102_60,64.12,301,105,3,5,304,6,304,2.4999999999999998e-135,382.0,304,0.9901315789473685,<=>
11109,BMD_RS10570,NODE_10_length_64414_cov_278.936102_61,60.547,256,99,1,1,256,1,254,9.72e-102,293.0,256,1.0,<=>
11110,BMD_RS10575,NODE_10_length_64414_cov_278.936102_62,75.744,437,106,0,1,437,7,443,0.0,650.0,437,1.0,<=>
11113,BMD_RS27305,NODE_10_length_64414_cov_278.936102_64,42.5,40,23,0,1,40,3,42,4.39e-07,38.1,43,0.9302325581395349,<=>
11114,BMD_RS10580,NODE_10_length_64414_cov_278.936102_65,65.938,320,109,0,1,320,1,320,9.51e-163,453.0,320,1.0,<=>
11126,BMD_RS10585,NODE_10_length_64414_cov_278.936102_66,71.795,78,22,0,6,83,2,79,1.74e-40,125.0,84,0.9285714285714286,<=>
11127,BMD_RS10590,NODE_10_length_64414_cov_278.936102_67,92.166,217,17,0,127,343,1,217,2.2e-152,424.0,343,0.6326530612244898,<=>
11128,BMD_RS27310,NODE_10_length_64414_cov_278.936102_68,51.541,357,166,3,1,353,1,354,1.19e-123,364.0,354,1.0084745762711864,<=>
11129,BMD_RS27315,NODE_10_length_64414_cov_278.936102_68,48.108,185,94,1,1,185,367,549,3.7e-49,164.0,186,0.9946236559139785,->
11130,BMD_RS10610,NODE_154_length_6180_cov_107.793216_2,84.37,691,106,2,1,690,1,690,0.0,1221.0,694,0.9956772334293948,<=>
11133,BMD_RS10620,NODE_11_length_62755_cov_125.058282_21,31.377,443,298,5,2,441,3,442,1.36e-77,245.0,445,0.9955056179775281,->
11141,BMD_RS27320,NODE_147_length_7029_cov_126.364499_4,50.0,100,50,0,1,100,229,328,1.0500000000000001e-29,105.0,101,0.9900990099009901,->
11143,BMD_RS27325,NODE_147_length_7029_cov_126.364499_4,51.974,152,73,0,2,153,1,152,2.35e-43,144.0,160,0.95,<=>
11146,BMD_RS10635,NODE_93_length_15227_cov_99.800726_1,59.302,86,35,0,5,90,2,87,1.99e-18,69.7,90,0.9555555555555556,<=>
11147,BMD_RS10640,NODE_34_length_32970_cov_130.782781_27,58.793,381,154,2,1,380,1,379,1.2099999999999999e-168,473.0,380,1.0026315789473683,->
11150,BMD_RS10645,NODE_75_length_18964_cov_280.329645_19,24.439,401,260,12,15,393,98,477,4.02e-20,89.4,435,0.9218390804597701,->
11155,BMD_RS10665,NODE_10_length_64414_cov_278.936102_62,26.543,162,116,2,306,464,58,219,1.64e-05,43.5,467,0.3468950749464668,->
11157,BMD_RS27330,NODE_22_length_47463_cov_128.144874_31,54.795,73,33,0,1,73,68,140,3.33e-24,85.9,83,0.8795180722891566,->
11158,BMD_RS10670,NODE_55_length_22758_cov_111.604206_26,34.27,178,105,4,2,170,5,179,8.51e-26,94.4,171,1.04093567251462,->
11165,BMD_RS26055,NODE_22_length_47463_cov_128.144874_24,85.0,20,3,0,12,31,20,39,5.5e-06,35.0,41,0.4878048780487805,->
11168,BMD_RS10675,NODE_10_length_64414_cov_278.936102_32,53.42,307,138,1,1,307,1,302,1.84e-125,358.0,313,0.9808306709265175,<=>
11170,BMD_RS10680,NODE_10_length_64414_cov_278.936102_33,46.494,271,139,2,7,271,6,276,7.64e-88,259.0,272,0.9963235294117647,<=>
11171,BMD_RS10690,NODE_102_length_12881_cov_104.716417_5,64.13,92,33,0,1,92,1,92,1.16e-40,126.0,98,0.9387755102040817,<=>
11172,BMD_RS10695,NODE_100_length_13446_cov_108.778592_2,65.556,90,31,0,80,169,1,90,3.62e-41,132.0,185,0.4864864864864865,<=>
11174,BMD_RS10705,NODE_100_length_13446_cov_108.778592_1,77.064,109,25,0,1,109,1,109,1.1000000000000002e-59,175.0,109,1.0,<=>
11175,BMD_RS10725,NODE_100_length_13446_cov_108.778592_3,74.225,710,182,1,1,709,1,710,0.0,1112.0,712,0.9971910112359551,<=>
11186,BMD_RS10730,NODE_15_length_57890_cov_144.201287_19,57.143,455,192,2,7,459,12,465,0.0,536.0,461,0.9869848156182213,<=>
11195,BMD_RS10735,NODE_15_length_57890_cov_144.201287_20,81.994,311,56,0,1,311,1,311,0.0,541.0,328,0.948170731707317,<=>
11198,BMD_RS10740,NODE_15_length_57890_cov_144.201287_58,56.774,465,200,1,18,482,17,480,0.0,571.0,483,0.9627329192546584,<=>
11206,BMD_RS10745,NODE_15_length_57890_cov_144.201287_57,55.734,436,191,1,5,440,6,439,0.0,513.0,454,0.960352422907489,<=>
11209,BMD_RS10755,NODE_100_length_13446_cov_108.778592_4,71.287,303,82,1,6,303,3,305,8.01e-159,442.0,307,0.9869706840390879,<=>
11210,BMD_RS10760,NODE_100_length_13446_cov_108.778592_5,56.331,387,168,1,1,386,1,387,7.14e-159,449.0,392,0.9872448979591837,<=>
11212,BMD_RS10765,NODE_169_length_4739_cov_129.598456_6,25.342,730,462,14,11,664,7,729,2.7699999999999998e-61,216.0,716,1.0195530726256983,->
11214,BMD_RS10770,NODE_100_length_13446_cov_108.778592_7,72.581,124,34,0,1,124,1,124,1.3e-67,197.0,126,0.9841269841269841,<=>
11215,BMD_RS10775,NODE_56_length_22706_cov_117.971497_9,57.828,396,167,0,1,396,1,396,8.480000000000001e-157,445.0,400,0.99,<=>
11225,BMD_RS10780,NODE_100_length_13446_cov_108.778592_10,76.125,289,69,0,1,289,1,289,4.18e-169,467.0,291,0.993127147766323,<=>
11235,BMD_RS10785,NODE_100_length_13446_cov_108.778592_11,88.462,130,15,0,1,130,1,130,5.9e-82,233.0,130,1.0,<=>
11247,BMD_RS10790,NODE_100_length_13446_cov_108.778592_12,80.0,300,60,0,1,300,1,300,0.0,506.0,300,1.0,<=>
11322,BMD_RS10795,NODE_100_length_13446_cov_108.778592_13,51.039,674,316,6,1,668,1,666,0.0,679.0,670,1.0059701492537314,<=>
11323,BMD_RS10800,NODE_100_length_13446_cov_108.778592_14,54.194,155,71,0,1,155,1,155,3.16e-54,166.0,160,0.96875,<=>
11327,BMD_RS10805,NODE_58_length_22324_cov_106.349485_21,49.215,191,97,0,1,191,1,191,7.450000000000001e-66,197.0,193,0.9896373056994818,<=>
11329,BMD_RS10810,NODE_58_length_22324_cov_106.349485_20,66.414,396,132,1,1,395,2,397,0.0,535.0,403,0.9826302729528535,<=>
11330,BMD_RS10815,NODE_58_length_22324_cov_106.349485_19,81.022,137,26,0,4,140,3,139,5.67e-81,231.0,140,0.9785714285714285,<=>
11332,BMD_RS10820,NODE_58_length_22324_cov_106.349485_18,75.168,149,37,0,1,149,1,149,6.62e-81,232.0,150,0.9933333333333333,<=>
11336,BMD_RS10825,NODE_58_length_22324_cov_106.349485_17,84.286,70,11,0,1,70,1,70,9.279999999999999e-42,127.0,70,1.0,<=>
11338,BMD_RS10835,NODE_92_length_15362_cov_115.161596_1,67.164,67,22,0,1,67,1,67,1.1299999999999999e-30,99.4,69,0.9710144927536232,<=>
11339,BMD_RS10840,NODE_92_length_15362_cov_115.161596_5,29.286,140,97,2,15,153,15,153,2.59e-14,63.5,159,0.8805031446540881,->
11346,BMD_RS10845,NODE_36_length_30262_cov_128.448070_14,64.0,125,41,3,220,341,301,424,1.1499999999999999e-48,166.0,341,0.36656891495601174,->
11360,BMD_RS10850,NODE_58_length_22324_cov_106.349485_14,47.63,844,435,5,3,844,2,840,0.0,852.0,845,0.9988165680473373,<=>
11361,BMD_RS10855,NODE_58_length_22324_cov_106.349485_13,57.339,218,87,2,10,226,12,224,1.38e-88,258.0,226,0.9646017699115044,<=>
11365,BMD_RS10860,NODE_58_length_22324_cov_106.349485_12,46.305,203,109,0,1,203,1,203,9.05e-65,196.0,207,0.9806763285024155,<=>
11367,BMD_RS10865,NODE_58_length_22324_cov_106.349485_11,75.4,1187,284,2,1,1187,1,1179,0.0,1849.0,1187,1.0,<=>
11400,BMD_RS10870,NODE_58_length_22324_cov_106.349485_10,78.777,278,59,0,1,278,1,278,7.3e-166,458.0,281,0.9893238434163701,<=>
11404,BMD_RS10875,NODE_58_length_22324_cov_106.349485_9,85.095,369,55,0,1,369,1,369,0.0,649.0,369,1.0,<=>
11406,BMD_RS10880,NODE_58_length_22324_cov_106.349485_8,81.71,421,77,0,1,421,1,421,0.0,715.0,421,1.0,<=>
11407,BMD_RS10885,NODE_58_length_22324_cov_106.349485_7,89.394,66,7,0,1,66,1,66,2.7899999999999998e-42,128.0,66,1.0,<=>
11409,BMD_RS10890,NODE_46_length_25559_cov_123.998587_7,48.246,114,59,0,5,118,7,120,1.4600000000000001e-36,118.0,121,0.9421487603305785,->
11411,BMD_RS10895,NODE_4_length_97076_cov_120.918257_29,49.5,200,101,0,1,200,3,202,1.1e-66,200.0,202,0.9900990099009901,<=>
11412,BMD_RS10900,NODE_58_length_22324_cov_106.349485_6,61.146,157,55,2,1,152,1,156,4.7099999999999995e-52,159.0,152,1.0328947368421053,<=>
11413,BMD_RS10905,NODE_58_length_22324_cov_106.349485_5,82.828,99,17,0,1,99,1,99,1.38e-60,177.0,100,0.99,<=>
11414,BMD_RS10910,NODE_58_length_22324_cov_106.349485_3,69.241,725,220,2,1,724,1,723,0.0,1021.0,724,1.0013812154696133,<=>
11415,BMD_RS10915,NODE_58_length_22324_cov_106.349485_2,62.362,271,102,0,15,285,9,279,7.63e-130,367.0,287,0.9442508710801394,<=>
11418,BMD_RS10920,NODE_11_length_62755_cov_125.058282_47,55.738,61,27,0,1,61,1,61,2.34e-17,65.5,68,0.8970588235294118,->
11419,BMD_RS10925,NODE_58_length_22324_cov_106.349485_1,74.286,280,71,1,1,280,1,279,2.7700000000000002e-143,401.0,283,0.9893992932862191,<=>
11422,BMD_RS10930,NODE_98_length_14075_cov_119.331762_1,32.927,82,55,0,6,87,32,113,3.31e-13,57.4,93,0.8817204301075269,<=>
11424,BMD_RS10935,NODE_4_length_97076_cov_120.918257_27,35.206,267,153,4,57,307,99,361,2.28e-36,130.0,311,0.8585209003215434,<=>
11425,BMD_RS10990,NODE_98_length_14075_cov_119.331762_2,71.429,287,82,0,1,287,1,287,1.45e-156,436.0,298,0.9630872483221476,<=>
11427,BMD_RS11010,NODE_32_length_35583_cov_122.758576_39,70.109,184,55,0,1,184,1,184,2.16e-98,280.0,187,0.983957219251337,<=>
11432,BMD_RS11015,NODE_168_length_4844_cov_121.521712_5,84.308,325,51,0,1,325,1,325,0.0,569.0,326,0.9969325153374233,<=>
11435,BMD_RS11020,NODE_32_length_35583_cov_122.758576_23,54.268,164,70,1,6,169,7,165,9.59e-63,187.0,169,0.9704142011834319,->
11436,BMD_RS11025,NODE_125_length_9288_cov_160.134622_1,28.261,276,171,8,6,273,4,260,1.22e-25,99.8,285,0.968421052631579,->
11441,BMD_RS11035,NODE_15_length_57890_cov_144.201287_21,23.262,374,247,15,1,360,1,348,9.83e-07,47.8,498,0.751004016064257,->
11442,BMD_RS26065,NODE_2_length_103972_cov_145.337677_78,48.718,39,20,0,6,44,7,45,8.6e-11,48.5,56,0.6964285714285714,->
11444,BMD_RS11040,NODE_4_length_97076_cov_120.918257_45,58.919,185,75,1,5,189,4,187,3.62e-80,234.0,198,0.9343434343434344,<=>
11447,BMD_RS11050,NODE_180_length_3646_cov_130.285794_1,77.836,758,165,2,1,758,26,780,0.0,1230.0,758,1.0,<=>
11448,BMD_RS11055,NODE_41_length_28144_cov_287.375387_5,43.886,458,252,3,4,457,9,465,2.0000000000000003e-132,388.0,460,0.9956521739130435,->
11450,BMD_RS11065,NODE_29_length_39116_cov_140.738851_4,51.14,307,126,5,1,283,1,307,2.34e-103,301.0,299,1.0267558528428093,->
11458,BMD_RS11075,NODE_58_length_22324_cov_106.349485_11,47.28,239,120,3,461,696,944,1179,1.33e-58,211.0,696,0.34339080459770116,->
11487,BMD_RS11085,NODE_22_length_47463_cov_128.144874_24,83.333,18,3,0,24,41,20,37,8.78e-05,32.0,44,0.4090909090909091,->
11490,BMD_RS11100,NODE_9_length_68904_cov_166.400657_29,62.443,221,76,3,1,221,1,214,7.3999999999999995e-90,260.0,223,0.9910313901345291,->
11491,BMD_RS11110,NODE_57_length_22552_cov_122.070834_6,45.055,91,50,0,3,93,2,92,1.29e-24,85.9,96,0.9479166666666666,<=>
11492,BMD_RS11115,NODE_106_length_12173_cov_143.203704_11,76.339,224,53,0,1,224,1,224,4.22e-127,355.0,224,1.0,<=>
11499,BMD_RS11125,NODE_75_length_18964_cov_280.329645_4,38.843,121,71,2,3,121,5,124,2.07e-12,60.1,257,0.4708171206225681,->
11516,BMD_RS11130,NODE_150_length_6840_cov_128.374834_3,32.277,505,321,8,34,525,31,527,2.51e-75,244.0,536,0.9421641791044776,->
11560,BMD_RS11135,NODE_106_length_12173_cov_143.203704_9,39.474,76,45,1,34,109,28,102,3.43e-07,46.2,236,0.3220338983050847,->
11572,BMD_RS11140,NODE_150_length_6840_cov_128.374834_4,58.257,436,180,2,2,436,2,436,0.0,545.0,436,1.0,->
11574,BMD_RS11145,NODE_200_length_1897_cov_121.272527_2,37.681,69,43,0,1,69,1,69,2.18e-10,52.0,200,0.345,<=>
11576,BMD_RS11150,NODE_76_length_18936_cov_176.682645_3,41.469,463,217,8,11,420,14,475,3.85e-108,325.0,427,1.0843091334894615,->
11580,BMD_RS11155,NODE_10_length_64414_cov_278.936102_51,73.359,259,69,0,1,259,1,259,2.18e-143,399.0,259,1.0,->
11604,BMD_RS11160,NODE_163_length_5205_cov_127.572348_6,28.161,174,99,7,16,177,10,169,5.47e-06,45.1,487,0.35728952772073924,->
11607,BMD_RS11175,NODE_156_length_5718_cov_137.834249_6,40.323,62,35,2,45,105,37,97,1.36e-06,40.4,110,0.5636363636363636,->
11610,BMD_RS11180,NODE_137_length_8230_cov_264.310070_6,24.898,245,167,4,3,240,4,238,4.75e-19,80.1,240,1.0208333333333333,<=>
11611,BMD_RS11185,NODE_24_length_44152_cov_141.061940_26,33.628,113,72,2,68,180,56,165,6.67e-14,65.1,229,0.49344978165938863,->
11612,BMD_RS11195,NODE_62_length_21089_cov_116.788121_17,57.432,296,123,1,1,296,1,293,2.27e-125,357.0,304,0.9736842105263158,->
11622,BMD_RS27335,NODE_57_length_22552_cov_122.070834_9,60.526,38,15,0,1,38,1,38,1.1e-10,47.4,45,0.8444444444444444,<=>
11623,BMD_RS11205,NODE_5_length_93380_cov_122.726547_33,47.343,414,212,2,7,420,5,412,8.850000000000001e-132,382.0,421,0.9833729216152018,<=>
11631,BMD_RS11210,NODE_18_length_52237_cov_130.949827_28,56.944,432,186,0,1,432,1,432,0.0,540.0,443,0.9751693002257337,->
11632,BMD_RS11220,NODE_10_length_64414_cov_278.936102_31,67.204,372,122,0,1,372,1,372,0.0,525.0,373,0.9973190348525469,<=>
11634,BMD_RS11230,NODE_11_length_62755_cov_125.058282_35,39.394,363,204,6,216,571,362,715,1.83e-76,253.0,575,0.6313043478260869,->
11664,BMD_RS11235,NODE_69_length_19291_cov_115.920839_13,69.512,82,25,0,1,82,1,82,2.9e-38,119.0,88,0.9318181818181818,<=>
11666,BMD_RS11240,NODE_7_length_77487_cov_135.428446_43,29.532,342,232,7,54,395,43,375,9.279999999999999e-34,126.0,415,0.8240963855421687,->
11670,BMD_RS11245,NODE_55_length_22758_cov_111.604206_1,70.703,256,75,0,1,256,1,256,1.39e-142,397.0,258,0.9922480620155039,<=>
11694,BMD_RS11250,NODE_63_length_20425_cov_147.789168_12,48.736,554,254,6,5,532,4,553,0.0,530.0,539,1.0278293135435992,->
11702,BMD_RS11255,NODE_69_length_19291_cov_115.920839_28,71.505,186,53,0,1,186,1,186,4.08e-99,281.0,188,0.9893617021276596,<=>
11713,BMD_RS11260,NODE_69_length_19291_cov_115.920839_27,73.264,288,77,0,6,293,3,290,5.33e-167,462.0,294,0.9795918367346939,<=>
11716,BMD_RS11265,NODE_63_length_20425_cov_147.789168_10,38.618,246,150,1,16,261,14,258,2.57e-51,165.0,261,0.9425287356321839,->
11721,BMD_RS11270,NODE_69_length_19291_cov_115.920839_26,71.318,129,37,0,1,129,1,129,1.49e-71,207.0,134,0.9626865671641791,<=>
11725,BMD_RS11285,NODE_69_length_19291_cov_115.920839_25,52.14,257,116,2,338,593,29,279,6.92e-80,250.0,593,0.433389544688027,<=>
11730,BMD_RS11290,NODE_175_length_3903_cov_103.819394_2,37.066,259,152,5,1,254,7,259,7.789999999999999e-46,151.0,254,1.0196850393700787,->
11755,BMD_RS11295,NODE_2_length_103972_cov_145.337677_42,38.115,244,148,3,25,267,19,260,1.4699999999999998e-52,169.0,268,0.9104477611940298,->
11760,BMD_RS11300,NODE_69_length_19291_cov_115.920839_24,81.098,328,60,2,1,328,1,326,0.0,515.0,328,1.0,<=>
11766,BMD_RS11305,NODE_130_length_8898_cov_168.343045_4,95.548,292,13,0,4,295,5,296,0.0,567.0,295,0.9898305084745763,->
