,gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
10247,BSU_24320,NODE_21_length_48808_cov_144.287763_20,58.065,124,52,0,1,124,1,124,3.3999999999999997e-48,148.0,132,0.9393939393939394,<=>
10249,BSU_24330,NODE_21_length_48808_cov_144.287763_19,68.504,127,40,0,1,127,1,127,2.75e-61,181.0,136,0.9338235294117647,<=>
10251,BSU_24340,NODE_21_length_48808_cov_144.287763_18,81.153,451,85,0,1,451,1,451,0.0,763.0,451,1.0,<=>
10260,BSU_24350,NODE_21_length_48808_cov_144.287763_17,60.119,168,59,2,1,160,1,168,1.02e-62,187.0,160,1.05,<=>
10262,BSU_24360,NODE_21_length_48808_cov_144.287763_16,48.858,219,90,4,1,219,2,198,1.5199999999999999e-55,172.0,219,1.0,<=>
10263,BSU_24370,NODE_21_length_48808_cov_144.287763_15,61.654,133,51,0,92,224,82,214,1.18e-54,171.0,230,0.5782608695652174,<=>
10264,BSU_24380,NODE_21_length_48808_cov_144.287763_14,43.415,205,105,6,1,198,1,201,2.98e-45,146.0,207,0.9903381642512077,<=>
10265,BSU_24390,NODE_21_length_48808_cov_144.287763_13,71.24,379,101,1,22,400,25,395,0.0,523.0,400,0.9475,<=>
10266,BSU_24400,NODE_21_length_48808_cov_144.287763_12,77.165,127,29,0,5,131,1,127,4.999999999999999e-69,201.0,134,0.9477611940298507,<=>
10267,BSU_24410,NODE_21_length_48808_cov_144.287763_11,78.261,69,15,0,1,69,1,69,3.16e-35,110.0,69,1.0,<=>
10268,BSU_24420,NODE_21_length_48808_cov_144.287763_10,54.839,155,70,0,2,156,1,155,6.780000000000001e-58,176.0,172,0.9011627906976745,<=>
10269,BSU_24430,NODE_21_length_48808_cov_144.287763_9,60.465,301,117,1,1,299,2,302,3.25e-136,385.0,308,0.9772727272727273,<=>
10270,BSU_24440,NODE_21_length_48808_cov_144.287763_8,53.191,94,44,0,1,94,1,94,5.33e-29,97.1,94,1.0,<=>
10271,BSU_24450,NODE_21_length_48808_cov_144.287763_7,83.871,186,30,0,1,186,1,186,2.92e-118,330.0,186,1.0,<=>
10272,BSU_24460,NODE_21_length_48808_cov_144.287763_6,65.254,354,122,1,1,354,1,353,3.99e-171,477.0,354,1.0,<=>
10277,BSU_24470,NODE_21_length_48808_cov_144.287763_5,60.284,141,56,0,4,144,4,144,1.0699999999999999e-60,181.0,149,0.9463087248322147,<=>
10278,BSU_24480,NODE_21_length_48808_cov_144.287763_4,53.293,167,76,1,2,168,1,165,2.1200000000000002e-56,172.0,179,0.9329608938547486,<=>
10279,BSU_24490,NODE_21_length_48808_cov_144.287763_3,75.0,296,73,1,9,304,8,302,6e-165,459.0,319,0.9278996865203761,<=>
10280,BSU_24500,NODE_21_length_48808_cov_144.287763_2,43.609,133,65,5,5,132,6,133,7.83e-22,81.3,132,1.0075757575757576,<=>
10281,BSU_24510,NODE_21_length_48808_cov_144.287763_1,60.515,233,88,2,63,292,1,232,1.12e-105,304.0,292,0.797945205479452,<=>
10283,BSU_24520,NODE_42_length_27441_cov_131.738562_31,85.915,142,20,0,1,142,1,142,3.49e-87,248.0,143,0.993006993006993,<=>
10284,BSU_24530,NODE_42_length_27441_cov_131.738562_22,72.924,277,75,0,3,279,2,278,6.04e-156,432.0,279,0.992831541218638,<=>
10286,BSU_24540,NODE_42_length_27441_cov_131.738562_21,71.429,112,32,0,16,127,14,125,1.8700000000000001e-59,176.0,127,0.8818897637795275,<=>
10293,BSU_24550,NODE_42_length_27441_cov_131.738562_20,87.449,486,61,0,1,486,1,486,0.0,850.0,489,0.9938650306748467,<=>
10295,BSU_24560,NODE_42_length_27441_cov_131.738562_19,73.602,447,118,0,1,447,1,447,0.0,707.0,449,0.9955456570155902,<=>
10298,BSU_24570,NODE_42_length_27441_cov_131.738562_18,64.266,361,125,2,2,362,4,360,1.08e-179,499.0,363,0.9944903581267218,<=>
10299,BSU_24580,NODE_42_length_27441_cov_131.738562_17,67.504,557,181,0,1,557,1,557,0.0,800.0,558,0.9982078853046595,<=>
10310,BSU_24590,NODE_42_length_27441_cov_131.738562_16,50.193,259,128,1,1,258,1,259,2.82e-99,288.0,265,0.9773584905660377,<=>
10311,BSU_24600,NODE_77_length_18166_cov_123.838797_9,43.333,30,17,0,13,42,14,43,0.000226,32.0,58,0.5172413793103449,<=>
10312,BSU_24610,NODE_10_length_64414_cov_278.936102_34,57.143,91,38,1,16,106,2,91,8.39e-34,109.0,112,0.8125,<=>
10319,BSU_24650,NODE_147_length_7029_cov_126.364499_3,29.213,89,60,1,18,106,22,107,2.54e-06,40.0,109,0.8165137614678899,<=>
10320,BSU_24660,NODE_42_length_27441_cov_131.738562_15,47.458,59,31,0,1,59,1,59,3.68e-17,64.7,60,0.9833333333333333,<=>
10321,BSU_24670,NODE_42_length_27441_cov_131.738562_12,26.891,119,84,2,6,122,24,141,0.000497,34.7,125,0.952,<=>
10322,BSU_24680,NODE_42_length_27441_cov_131.738562_11,18.852,122,95,2,1,121,20,138,1.15e-05,39.3,128,0.953125,<=>
10323,BSU_24700,NODE_42_length_27441_cov_131.738562_9,25.517,145,101,3,4,142,12,155,9.17e-13,58.9,144,1.0069444444444444,<=>
10325,BSU_24710,NODE_42_length_27441_cov_131.738562_9,55.172,29,13,0,1,29,13,41,4.44e-05,37.0,99,0.29292929292929293,->
10326,BSU_24720,NODE_42_length_27441_cov_131.738562_7,31.875,320,218,0,5,324,34,353,7.729999999999999e-61,195.0,324,0.9876543209876543,<=>
10329,BSU_24730,NODE_42_length_27441_cov_131.738562_6,60.0,350,139,1,1,350,1,349,1.18e-157,443.0,357,0.9803921568627451,<=>
10332,BSU_24740,NODE_195_length_2262_cov_139.808238_2,24.359,312,202,11,1,297,21,313,5.9e-11,59.3,318,0.9811320754716981,->
10336,BSU_24750,NODE_113_length_11047_cov_117.127894_1,60.763,367,137,4,10,373,1,363,7.1e-162,458.0,443,0.8284424379232506,->
10339,BSU_24760,NODE_125_length_9288_cov_160.134622_1,36.875,160,97,1,109,268,105,260,5.37e-35,124.0,279,0.5734767025089605,->
10341,BSU_24770,NODE_42_length_27441_cov_131.738562_5,62.712,118,44,0,3,120,2,119,1.0499999999999999e-54,164.0,127,0.9291338582677166,<=>
10344,BSU_24780,NODE_42_length_27441_cov_131.738562_4,73.077,78,21,0,1,78,1,78,1.46e-37,117.0,82,0.9512195121951219,<=>
10345,BSU_24790,NODE_42_length_27441_cov_131.738562_3,58.095,210,87,1,1,209,1,210,1.11e-84,247.0,212,0.9905660377358491,<=>
10351,BSU_24800,NODE_42_length_27441_cov_131.738562_2,53.448,58,27,0,1,58,1,58,5.62e-16,61.6,58,1.0,<=>
10352,BSU_24810,NODE_37_length_30247_cov_147.301856_33,63.265,98,34,1,1,98,1,96,7.5e-38,120.0,105,0.9333333333333333,<=>
10353,BSU_24830,NODE_42_length_27441_cov_131.738562_1,46.099,282,147,3,92,372,18,295,6.74e-83,252.0,377,0.7480106100795756,<=>
10354,BSU_24840,NODE_7_length_77487_cov_135.428446_1,63.033,633,223,5,3,630,4,630,0.0,840.0,639,0.9906103286384976,<=>
10356,BSU_24850,NODE_7_length_77487_cov_135.428446_2,61.95,318,115,2,1,312,5,322,4.46e-133,378.0,322,0.9875776397515528,<=>
10359,BSU_24860,NODE_7_length_77487_cov_135.428446_3,49.206,63,32,0,1,63,1,63,7.4e-19,69.7,72,0.875,<=>
10360,BSU_24870,NODE_7_length_77487_cov_135.428446_4,36.417,508,304,9,5,501,6,505,2.46e-99,305.0,508,1.0,<=>
10362,BSU_24890,NODE_7_length_77487_cov_135.428446_8,43.243,185,104,1,2,185,3,187,6.19e-41,134.0,188,0.9840425531914894,<=>
10363,BSU_24900,NODE_7_length_77487_cov_135.428446_9,80.0,50,10,0,1,50,1,50,3.64e-25,84.0,50,1.0,<=>
10365,BSU_24910,NODE_7_length_77487_cov_135.428446_11,27.744,328,202,6,19,328,409,719,6.74e-30,117.0,360,0.9111111111111111,<=>
10373,BSU_24940,NODE_7_length_77487_cov_135.428446_14,30.968,155,95,5,1,155,1,143,4.58e-15,65.1,155,1.0,->
10375,BSU_24950,NODE_7_length_77487_cov_135.428446_16,66.667,252,84,0,10,261,21,272,1.18e-131,370.0,261,0.9655172413793104,<=>
10453,BSU_24960,NODE_48_length_25400_cov_144.904316_4,60.484,248,97,1,23,270,28,274,1.66e-114,327.0,270,0.9185185185185185,->
10528,BSU_24970,NODE_48_length_25400_cov_144.904316_3,36.923,260,150,3,3,261,2,248,2.0699999999999997e-48,159.0,295,0.8813559322033898,<=>
10535,BSU_24980,NODE_48_length_25400_cov_144.904316_2,40.594,303,168,5,4,306,7,297,1.0600000000000001e-66,208.0,310,0.9774193548387097,<=>
10541,BSU_24990,NODE_48_length_25400_cov_144.904316_1,34.708,291,164,10,5,286,6,279,4.8100000000000004e-36,127.0,301,0.9667774086378738,<=>
10543,BSU_25000,NODE_7_length_77487_cov_135.428446_20,50.49,715,317,11,7,694,2,706,0.0,692.0,717,0.99721059972106,<=>
10551,BSU_25010,NODE_7_length_77487_cov_135.428446_21,59.674,429,165,1,1,429,1,421,3.55e-166,471.0,431,0.9953596287703016,<=>
10552,BSU_25020,NODE_7_length_77487_cov_135.428446_22,81.773,203,37,0,1,203,1,203,1.3e-119,334.0,203,1.0,<=>
10553,BSU_25030,NODE_7_length_77487_cov_135.428446_23,61.491,161,62,0,1,161,1,161,4.0799999999999997e-69,203.0,161,1.0,<=>
10554,BSU_25040,NODE_7_length_77487_cov_135.428446_25,30.451,266,153,11,1,250,1,250,1.95e-21,87.0,256,1.0390625,<=>
10555,BSU_25060,NODE_7_length_77487_cov_135.428446_28,37.838,111,53,4,1,98,1,108,3.4e-16,65.1,100,1.11,<=>
10556,BSU_25070,NODE_7_length_77487_cov_135.428446_29,93.425,365,24,0,3,367,1,365,0.0,684.0,378,0.9656084656084656,<=>
10557,BSU_25080,NODE_7_length_77487_cov_135.428446_30,57.143,98,40,1,33,130,21,116,4.07e-26,91.7,130,0.7538461538461538,<=>
10558,BSU_25090,NODE_7_length_77487_cov_135.428446_31,50.276,181,90,0,3,183,4,184,1.78e-69,207.0,194,0.9329896907216495,<=>
10559,BSU_25100,NODE_7_length_77487_cov_135.428446_32,67.391,138,45,0,1,138,1,138,7.759999999999999e-69,201.0,146,0.9452054794520548,<=>
10564,BSU_25110,NODE_78_length_17859_cov_131.405691_3,58.0,150,62,1,146,294,24,173,1.4999999999999998e-52,167.0,294,0.5102040816326531,<=>
10572,BSU_25120,NODE_7_length_77487_cov_135.428446_35,45.122,82,45,0,1,82,1,82,2.39e-21,77.0,85,0.9647058823529412,<=>
10573,BSU_25130,NODE_7_length_77487_cov_135.428446_36,79.392,296,61,0,1,296,1,296,1.5699999999999998e-180,496.0,298,0.9932885906040269,<=>
10574,BSU_25140,NODE_7_length_77487_cov_135.428446_37,65.682,440,150,1,1,439,1,440,0.0,567.0,439,1.0022779043280183,<=>
10584,BSU_25150,NODE_7_length_77487_cov_135.428446_38,38.621,145,66,5,104,248,96,217,1.62e-20,83.6,248,0.5846774193548387,<=>
10585,BSU_25160,NODE_7_length_77487_cov_135.428446_39,76.997,313,72,0,1,313,1,313,0.0,510.0,315,0.9936507936507937,<=>
10586,BSU_25170,NODE_7_length_77487_cov_135.428446_40,66.578,374,125,0,1,374,1,374,0.0,518.0,374,1.0,<=>
10587,BSU_25180,NODE_7_length_77487_cov_135.428446_41,58.216,213,88,1,1,213,23,234,1.36e-84,248.0,217,0.9815668202764977,<=>
10588,BSU_25190,NODE_7_length_77487_cov_135.428446_42,51.24,121,58,1,1,121,1,120,1.2900000000000001e-37,120.0,121,1.0,<=>
10591,BSU_25200,NODE_7_length_77487_cov_135.428446_44,90.476,378,29,3,1,372,1,377,0.0,679.0,372,1.0161290322580645,<=>
10600,BSU_25210,NODE_7_length_77487_cov_135.428446_45,57.072,608,252,5,1,604,1,603,0.0,712.0,604,1.0066225165562914,<=>
10601,BSU_25230,NODE_7_length_77487_cov_135.428446_46,55.556,162,71,1,1,162,1,161,1.3500000000000002e-59,179.0,165,0.9818181818181818,<=>
10602,BSU_25240,NODE_7_length_77487_cov_135.428446_47,75.094,265,64,1,1,265,1,263,9.55e-145,404.0,271,0.977859778597786,<=>
10603,BSU_25250,NODE_7_length_77487_cov_135.428446_48,80.476,210,41,0,4,213,5,214,1.12e-128,358.0,213,0.9859154929577465,<=>
10605,BSU_25280,NODE_7_length_77487_cov_135.428446_49,62.348,247,93,0,1,247,1,247,1.3e-121,344.0,256,0.96484375,<=>
10606,BSU_25289,NODE_7_length_77487_cov_135.428446_50,65.217,46,16,0,1,46,1,46,8.48e-18,65.5,48,0.9583333333333334,<=>
10607,BSU_25290,NODE_7_length_77487_cov_135.428446_51,76.821,302,70,0,1,302,1,302,0.0,501.0,302,1.0,<=>
10614,BSU_25300,NODE_5_length_93380_cov_122.726547_26,61.832,131,50,0,1,131,1,131,2.0500000000000002e-59,177.0,137,0.9562043795620438,<=>
10616,BSU_25310,NODE_7_length_77487_cov_135.428446_52,49.58,119,59,1,1,119,3,120,5.21e-25,89.0,124,0.9596774193548387,<=>
10617,BSU_25320,NODE_7_length_77487_cov_135.428446_53,67.308,156,51,0,1,156,1,156,2.6300000000000003e-58,176.0,158,0.9873417721518988,<=>
10618,BSU_25330,NODE_7_length_77487_cov_135.428446_54,54.843,702,310,5,13,711,9,706,0.0,758.0,712,0.9859550561797753,<=>
10619,BSU_25340,NODE_7_length_77487_cov_135.428446_55,71.924,317,89,0,1,317,1,317,6.15e-174,482.0,320,0.990625,<=>
10621,BSU_25350,NODE_7_length_77487_cov_135.428446_56,49.367,395,197,2,1,394,1,393,4.16e-131,379.0,399,0.9899749373433584,<=>
10622,BSU_25360,NODE_7_length_77487_cov_135.428446_57,60.92,87,34,0,8,94,1,87,3.44e-38,120.0,94,0.925531914893617,<=>
10623,BSU_25380,NODE_7_length_77487_cov_135.428446_59,86.322,329,43,1,1,329,1,327,0.0,573.0,332,0.9909638554216867,<=>
10624,BSU_25390,NODE_7_length_77487_cov_135.428446_60,56.872,422,180,1,16,437,15,434,5.63e-151,433.0,438,0.9634703196347032,<=>
10625,BSU_25400,NODE_7_length_77487_cov_135.428446_61,73.154,149,39,1,1,149,1,148,6.95e-71,207.0,149,1.0,<=>
10626,BSU_25410,NODE_7_length_77487_cov_135.428446_62,100.0,58,0,0,1,58,1,58,7.72e-35,108.0,58,1.0,<=>
10627,BSU_25420,NODE_7_length_77487_cov_135.428446_24,33.11,299,195,2,14,307,19,317,2.22e-43,153.0,308,0.9707792207792207,<=>
10628,BSU_25430,NODE_7_length_77487_cov_135.428446_63,83.9,441,71,0,1,441,4,444,0.0,798.0,452,0.9756637168141593,<=>
10630,BSU_25440,NODE_7_length_77487_cov_135.428446_64,56.746,252,105,3,1,252,1,248,1.02e-90,265.0,257,0.980544747081712,<=>
10631,BSU_25450,NODE_7_length_77487_cov_135.428446_65,74.277,311,80,0,1,311,4,314,1.21e-171,475.0,312,0.9967948717948718,<=>
10632,BSU_25460,NODE_7_length_77487_cov_135.428446_66,80.902,377,70,2,1,376,1,376,0.0,605.0,376,1.002659574468085,<=>
10633,BSU_25470,NODE_7_length_77487_cov_135.428446_67,88.98,608,61,2,1,608,1,602,0.0,1092.0,612,0.9934640522875817,<=>
10636,BSU_25480,NODE_7_length_77487_cov_135.428446_68,67.55,151,49,0,38,188,33,183,1.6999999999999998e-74,219.0,188,0.8031914893617021,<=>
10637,BSU_25490,NODE_7_length_77487_cov_135.428446_69,60.174,344,136,1,1,344,1,343,1.96e-152,429.0,344,1.0,<=>
10638,BSU_25500,NODE_7_length_77487_cov_135.428446_70,54.377,377,171,1,1,377,2,377,3.49e-154,436.0,380,0.9921052631578947,<=>
10640,BSU_25510,NODE_7_length_77487_cov_135.428446_71,90.083,605,60,0,3,607,3,607,0.0,1128.0,613,0.9869494290375204,<=>
10648,BSU_25520,NODE_7_length_77487_cov_135.428446_72,38.636,88,53,1,23,110,23,109,1.45e-16,66.6,113,0.7787610619469026,<=>
10649,BSU_25530,NODE_68_length_19445_cov_102.743546_15,47.2,375,193,3,24,393,18,392,2.95e-114,336.0,402,0.9328358208955224,<=>
10650,BSU_25540,NODE_7_length_77487_cov_135.428446_73,66.848,368,117,3,6,369,5,371,0.0,516.0,369,0.997289972899729,<=>
10651,BSU_25550,NODE_7_length_77487_cov_135.428446_74,66.292,89,30,0,1,89,1,89,9.33e-36,113.0,89,1.0,<=>
10652,BSU_25560,NODE_7_length_77487_cov_135.428446_75,46.914,324,172,0,1,324,1,324,2.79e-106,311.0,348,0.9310344827586207,<=>
10653,BSU_25569,NODE_7_length_77487_cov_135.428446_76,73.333,45,12,0,1,45,1,45,2.22e-19,68.9,45,1.0,<=>
10654,BSU_25570,NODE_7_length_77487_cov_135.428446_77,35.317,756,455,13,29,766,27,766,2.9100000000000005e-163,488.0,777,0.972972972972973,<=>
10655,BSU_25580,NODE_7_length_77487_cov_135.428446_78,69.399,183,56,0,3,185,3,185,5.62e-101,286.0,190,0.9631578947368421,<=>
10656,BSU_25590,NODE_7_length_77487_cov_135.428446_79,54.194,155,67,2,53,206,58,209,5.6199999999999994e-52,163.0,206,0.7524271844660194,<=>
10658,BSU_25600,NODE_7_length_77487_cov_135.428446_80,58.456,272,113,0,1,272,1,272,7.110000000000001e-117,333.0,274,0.9927007299270073,<=>
10662,BSU_25610,NODE_83_length_16418_cov_147.392448_2,49.59,244,117,4,3,241,4,246,8.53e-75,224.0,248,0.9838709677419355,<=>
10668,BSU_25620,NODE_83_length_16418_cov_147.392448_3,72.321,112,31,0,1,112,1,112,8.05e-52,156.0,119,0.9411764705882353,<=>
10669,BSU_25630,NODE_83_length_16418_cov_147.392448_4,71.505,186,53,0,1,186,1,186,1.64e-100,285.0,187,0.9946524064171123,<=>
10670,BSU_25640,NODE_83_length_16418_cov_147.392448_5,55.026,189,85,0,1,189,1,189,1.48e-79,232.0,190,0.9947368421052631,<=>
10672,BSU_25650,NODE_83_length_16418_cov_147.392448_6,80.208,96,19,0,1,96,1,96,1.17e-56,167.0,97,0.9896907216494846,<=>
10673,BSU_25660,NODE_83_length_16418_cov_147.392448_7,46.931,277,145,1,1,275,1,277,5.6799999999999996e-95,278.0,281,0.9857651245551602,<=>
10674,BSU_25670,NODE_83_length_16418_cov_147.392448_8,72.951,366,99,0,2,367,4,369,0.0,567.0,367,0.997275204359673,<=>
10676,BSU_25680,NODE_83_length_16418_cov_147.392448_9,71.765,170,48,0,4,173,3,172,3.68e-90,257.0,173,0.9826589595375722,<=>
10678,BSU_25690,NODE_83_length_16418_cov_147.392448_10,65.957,47,16,0,7,53,1,47,5.56e-17,63.5,53,0.8867924528301887,<=>
10679,BSU_25710,NODE_2_length_103972_cov_145.337677_116,50.526,95,42,3,158,250,247,338,2.51e-23,93.6,251,0.3784860557768924,->
10690,BSU_25720,NODE_85_length_16197_cov_136.247891_5,31.098,164,105,3,34,194,22,180,8.27e-12,58.5,209,0.784688995215311,->
10692,BSU_25730,NODE_22_length_47463_cov_128.144874_39,66.555,299,99,1,1,298,1,299,4.89e-150,419.0,298,1.0033557046979866,<=>
10703,BSU_25770,NODE_149_length_6846_cov_133.006500_6,35.461,141,79,5,5,144,6,135,1.54e-11,60.1,501,0.281437125748503,->
10707,BSU_25780,NODE_103_length_12731_cov_120.959538_9,82.857,140,24,0,1,140,1,140,1.3899999999999999e-89,253.0,140,1.0,<=>
10710,BSU_25800,NODE_103_length_12731_cov_120.959538_5,73.529,136,35,1,1,135,1,136,1.07e-73,213.0,147,0.9251700680272109,<=>
10714,BSU_25810,NODE_103_length_12731_cov_120.959538_6,80.435,92,18,0,9,100,5,96,3.98e-53,158.0,106,0.8679245283018868,<=>
10722,BSU_25820,NODE_4_length_97076_cov_120.918257_88,44.248,226,122,2,17,241,18,240,7.69e-66,202.0,255,0.8862745098039215,<=>
10723,BSU_25830,NODE_24_length_44152_cov_141.061940_16,24.309,181,111,7,110,290,49,203,0.000311,38.5,376,0.48138297872340424,->
10724,BSU_25850,NODE_34_length_32970_cov_130.782781_13,35.897,39,25,0,1,39,1,39,0.000124,33.5,53,0.7358490566037735,<=>
10726,BSU_25860,NODE_152_length_6677_cov_121.152879_2,43.326,427,216,6,2,407,3,424,1.1300000000000001e-105,329.0,532,0.8026315789473685,<=>
10728,BSU_25870,NODE_172_length_4178_cov_121.686418_5,34.737,190,123,1,4,193,5,193,7.1e-46,147.0,193,0.9844559585492227,<=>
10729,BSU_25900,NODE_2_length_103972_cov_145.337677_116,44.444,126,63,3,151,272,216,338,4.25e-25,99.0,273,0.46153846153846156,<=>
10737,BSU_25910,NODE_8_length_72864_cov_154.944867_56,36.538,104,65,1,30,132,33,136,4.87e-15,64.3,141,0.7375886524822695,->
10741,BSU_26260,NODE_90_length_15394_cov_145.407129_10,28.571,147,88,6,134,276,136,269,3.47e-08,50.8,314,0.4681528662420382,->
10744,BSU_26340,NODE_6_length_84183_cov_123.491630_72,40.741,54,23,2,15,64,19,67,5.63e-05,36.2,77,0.7012987012987013,->
10747,BSU_26350,NODE_124_length_9474_cov_137.622326_9,30.0,80,54,1,3,80,4,83,4.34e-08,45.4,117,0.6837606837606838,->
10748,BSU_26380,NODE_13_length_58972_cov_159.635436_8,23.81,126,82,4,32,150,32,150,9.22e-06,40.4,173,0.7283236994219653,->
10750,BSU_26420,NODE_27_length_40189_cov_161.615925_8,27.976,168,103,8,222,381,395,552,2.98e-06,46.2,433,0.38799076212471134,->
10770,BSU_26430,NODE_64_length_20277_cov_123.248119_1,48.0,75,36,1,46,117,53,127,1.08e-15,72.0,232,0.3232758620689655,->
10787,BSU_26440,NODE_5_length_93380_cov_122.726547_43,33.995,403,233,11,8,389,2,392,7.780000000000001e-47,162.0,406,0.9926108374384236,<=>
10789,BSU_26490,NODE_55_length_22758_cov_111.604206_3,64.504,262,90,1,1,262,1,259,1.27e-111,319.0,262,1.0,<=>
10791,BSU_26500,NODE_55_length_22758_cov_111.604206_9,72.222,72,20,0,5,76,5,76,3.3e-35,111.0,76,0.9473684210526315,<=>
10794,BSU_26510,NODE_55_length_22758_cov_111.604206_5,75.549,364,89,0,15,378,13,376,0.0,592.0,378,0.9629629629629629,<=>
10799,BSU_26530,NODE_55_length_22758_cov_111.604206_9,59.42,69,28,0,8,76,7,75,2.96e-25,90.5,186,0.3709677419354839,->
10808,BSU_26540,NODE_55_length_22758_cov_111.604206_8,87.342,158,20,0,4,161,2,159,7.310000000000001e-103,288.0,161,0.9813664596273292,<=>
10809,BSU_26550,NODE_55_length_22758_cov_111.604206_10,62.5,64,24,0,1,64,24,87,2.91e-24,83.6,64,1.0,<=>
10812,BSU_26560,NODE_147_length_7029_cov_126.364499_1,73.469,147,39,0,39,185,25,171,2.39e-78,228.0,187,0.786096256684492,<=>
10813,BSU_26580,NODE_25_length_43450_cov_154.109492_5,35.294,119,74,2,13,128,7,125,6.84e-12,60.8,274,0.4343065693430657,->
10815,BSU_26590,NODE_26_length_40229_cov_115.819112_36,50.524,382,187,2,7,387,6,386,2.84e-123,359.0,401,0.9526184538653366,<=>
10835,BSU_26600,NODE_167_length_4857_cov_121.938494_2,33.846,65,41,1,74,138,82,144,8.37e-06,40.4,153,0.42483660130718953,<=>
10842,BSU_26610,NODE_46_length_25559_cov_123.998587_1,63.218,435,157,3,1,434,1,433,0.0,566.0,435,1.0,<=>
10848,BSU_26630,NODE_41_length_28144_cov_287.375387_14,31.071,280,175,9,1,265,1,277,1.29e-28,108.0,289,0.9688581314878892,->
10858,BSU_26640,NODE_95_length_14401_cov_150.848087_11,50.147,341,170,0,2,342,3,343,7.68e-132,377.0,346,0.9855491329479769,<=>
10862,BSU_26650,NODE_15_length_57890_cov_144.201287_29,48.621,290,142,4,5,292,22,306,5.73e-93,275.0,312,0.9294871794871795,<=>
10875,BSU_26670,NODE_134_length_8294_cov_142.426676_4,28.947,76,54,0,1,76,1,76,8.3e-06,43.1,297,0.2558922558922559,->
10876,BSU_26690,NODE_46_length_25559_cov_123.998587_8,66.287,439,148,0,1,439,1,439,0.0,597.0,441,0.9954648526077098,<=>
10880,BSU_26700,NODE_23_length_46620_cov_141.339535_49,66.667,69,23,0,43,111,24,92,2.8100000000000002e-27,93.2,111,0.6216216216216216,<=>
10881,BSU_26710,NODE_26_length_40229_cov_115.819112_12,24.107,224,157,9,21,237,9,226,3.2e-11,58.5,255,0.8784313725490196,<=>
10883,BSU_26720,NODE_39_length_29834_cov_124.570656_31,32.407,108,71,1,4,111,1,106,4.63e-12,57.0,158,0.6835443037974683,->
10885,BSU_26740,NODE_4_length_97076_cov_120.918257_28,41.985,393,219,3,17,408,8,392,9.26e-112,330.0,411,0.9562043795620438,->
10888,BSU_26760,NODE_4_length_97076_cov_120.918257_86,45.304,181,98,1,1,180,2,182,8.630000000000001e-57,174.0,188,0.9627659574468085,<=>
10890,BSU_26780,NODE_6_length_84183_cov_123.491630_48,45.833,48,26,0,1,48,1,48,2.21e-10,51.2,168,0.2857142857142857,<=>
10892,BSU_26790,NODE_55_length_22758_cov_111.604206_29,43.846,260,146,0,1,260,1,260,1.71e-80,242.0,285,0.9122807017543859,<=>
10893,BSU_26800,NODE_48_length_25400_cov_144.904316_11,38.318,321,186,6,8,323,2,315,4.8900000000000005e-64,203.0,348,0.9224137931034483,<=>
10895,BSU_26810,NODE_144_length_7316_cov_143.496616_6,32.8,250,161,5,3,248,5,251,3.85e-46,152.0,266,0.9398496240601504,->
10896,BSU_26826,NODE_72_length_19087_cov_116.812678_2,60.87,23,9,0,3,25,10,32,0.000337,29.6,26,0.8846153846153846,<=>
10898,BSU_26840,NODE_89_length_15598_cov_156.023645_3,31.159,138,82,1,30,154,47,184,5.27e-11,55.5,177,0.7796610169491526,->
10900,BSU_26850,NODE_18_length_52237_cov_130.949827_49,33.887,301,162,9,6,298,6,277,3.08e-36,129.0,327,0.9204892966360856,->
10908,BSU_26860,NODE_180_length_3646_cov_130.285794_2,68.586,191,60,0,249,439,1,191,9.52e-91,270.0,439,0.43507972665148065,<=>
10909,BSU_26870,NODE_122_length_9644_cov_129.069719_10,40.78,282,167,0,1,282,1,282,3.22e-86,256.0,290,0.9724137931034482,<=>
10919,BSU_26900,NODE_92_length_15362_cov_115.161596_20,56.818,88,36,1,1,88,1,86,4.0800000000000003e-35,112.0,88,1.0,<=>
10920,BSU_26910,NODE_131_length_8781_cov_148.559398_4,29.524,105,74,0,16,120,11,115,5.9e-12,61.2,272,0.3860294117647059,->
10921,BSU_26950,NODE_34_length_32970_cov_130.782781_25,75.61,82,20,0,1,82,1,82,1.54e-43,132.0,82,1.0,<=>
10923,BSU_26960,NODE_34_length_32970_cov_130.782781_26,82.927,123,21,0,1,123,1,123,2.03e-76,219.0,123,1.0,<=>
10925,BSU_26970,NODE_34_length_32970_cov_130.782781_27,88.127,379,45,0,1,379,1,379,0.0,702.0,379,1.0,<=>
10928,BSU_26980,NODE_34_length_32970_cov_130.782781_28,79.688,64,13,0,1,64,1,64,3.4e-35,110.0,66,0.9696969696969697,<=>
10930,BSU_26990,NODE_34_length_32970_cov_130.782781_29,73.0,100,27,0,1,100,1,100,1.44e-52,157.0,100,1.0,<=>
10935,BSU_27000,NODE_6_length_84183_cov_123.491630_36,38.636,44,26,1,1,44,14,56,0.000848,33.9,141,0.3120567375886525,->
10938,BSU_27010,NODE_34_length_32970_cov_130.782781_27,31.472,197,104,10,24,203,22,204,1.23e-10,58.9,350,0.5628571428571428,->
10943,BSU_27020,NODE_23_length_46620_cov_141.339535_29,80.702,57,11,0,112,168,10,66,1.34e-26,93.2,170,0.3352941176470588,<=>
